id,"person_id","fylke_id","materiale",prosentlikhet
2785,"UEK","Bu","535 avstemninger siste der Ulf Erik Knudsen deltok",36.82
2786,"UEK","Ho","535 avstemninger siste der Ulf Erik Knudsen deltok",47.10
2787,"UEK","MR","535 avstemninger siste der Ulf Erik Knudsen deltok",39.07
2788,"UEK","Fi","535 avstemninger siste der Ulf Erik Knudsen deltok",32.90
2789,"UEK","Op","535 avstemninger siste der Ulf Erik Knudsen deltok",25.61
2790,"UEK","Te","535 avstemninger siste der Ulf Erik Knudsen deltok",30.28
2791,"UEK","NT","535 avstemninger siste der Ulf Erik Knudsen deltok",27.10
2792,"UEK","SF","535 avstemninger siste der Ulf Erik Knudsen deltok",37.76
2793,"UEK","He","535 avstemninger siste der Ulf Erik Knudsen deltok",24.86
2794,"UIL","AA","535 avstemninger siste der Ulf Leirstein deltok",51.03
2795,"UIL","VA","535 avstemninger siste der Ulf Leirstein deltok",32.90
2796,"UIL","Øs","535 avstemninger siste der Ulf Leirstein deltok",43.74
2797,"UIL","Ve","535 avstemninger siste der Ulf Leirstein deltok",23.93
2798,"UIL","No","535 avstemninger siste der Ulf Leirstein deltok",26.36
2799,"UIL","Os","535 avstemninger siste der Ulf Leirstein deltok",26.36
2800,"UIL","Ak","535 avstemninger siste der Ulf Leirstein deltok",52.34
2801,"UIL","Ro","535 avstemninger siste der Ulf Leirstein deltok",48.97
2802,"UIL","Tr","535 avstemninger siste der Ulf Leirstein deltok",24.49
2803,"UIL","ST","535 avstemninger siste der Ulf Leirstein deltok",17.38
2804,"UIL","Bu","535 avstemninger siste der Ulf Leirstein deltok",25.79
2805,"UIL","Ho","535 avstemninger siste der Ulf Leirstein deltok",46.73
2806,"UIL","MR","535 avstemninger siste der Ulf Leirstein deltok",27.10
2807,"UIL","Fi","535 avstemninger siste der Ulf Leirstein deltok",29.16
2808,"UIL","Op","535 avstemninger siste der Ulf Leirstein deltok",19.07
2809,"UIL","Te","535 avstemninger siste der Ulf Leirstein deltok",24.86
2810,"UIL","NT","535 avstemninger siste der Ulf Leirstein deltok",19.25
2811,"UIL","SF","535 avstemninger siste der Ulf Leirstein deltok",27.48
2812,"UIL","He","535 avstemninger siste der Ulf Leirstein deltok",16.82
2813,"VKG","AA","705 avstemninger siste der Vigdis Giltun deltok",51.06
2814,"VKG","VA","705 avstemninger siste der Vigdis Giltun deltok",33.90
2815,"VKG","Te","705 avstemninger siste der Vigdis Giltun deltok",30.21
2816,"VKG","Ve","705 avstemninger siste der Vigdis Giltun deltok",30.35
2817,"VKG","No","705 avstemninger siste der Vigdis Giltun deltok",28.23
2818,"VKG","Os","705 avstemninger siste der Vigdis Giltun deltok",33.76
2819,"VKG","Ak","705 avstemninger siste der Vigdis Giltun deltok",53.48
2820,"VKG","Tr","705 avstemninger siste der Vigdis Giltun deltok",32.34
2821,"VKG","SF","705 avstemninger siste der Vigdis Giltun deltok",33.90
2822,"VKG","ST","705 avstemninger siste der Vigdis Giltun deltok",24.68
2823,"VKG","Bu","705 avstemninger siste der Vigdis Giltun deltok",31.91
2824,"VKG","Ho","705 avstemninger siste der Vigdis Giltun deltok",44.26
2825,"VKG","MR","705 avstemninger siste der Vigdis Giltun deltok",37.59
2826,"VKG","Øs","705 avstemninger siste der Vigdis Giltun deltok",45.39
2827,"VKG","Op","705 avstemninger siste der Vigdis Giltun deltok",24.54
2828,"VKG","Ro","705 avstemninger siste der Vigdis Giltun deltok",54.89
2829,"VKG","NT","705 avstemninger siste der Vigdis Giltun deltok",26.52
2830,"VKG","Fi","705 avstemninger siste der Vigdis Giltun deltok",33.19
2831,"VKG","He","705 avstemninger siste der Vigdis Giltun deltok",23.97
2832,"WO","AA","828 avstemninger siste der Wenche Olsen deltok",48.07
2833,"WO","VA","828 avstemninger siste der Wenche Olsen deltok",65.58
2834,"WO","Te","828 avstemninger siste der Wenche Olsen deltok",67.87
2835,"WO","Ve","828 avstemninger siste der Wenche Olsen deltok",78.86
2836,"WO","No","828 avstemninger siste der Wenche Olsen deltok",92.75
2837,"WO","Os","828 avstemninger siste der Wenche Olsen deltok",76.93
2838,"WO","Ak","828 avstemninger siste der Wenche Olsen deltok",60.63
2839,"WO","Tr","828 avstemninger siste der Wenche Olsen deltok",74.40
2840,"WO","SF","828 avstemninger siste der Wenche Olsen deltok",73.07
2841,"WO","ST","828 avstemninger siste der Wenche Olsen deltok",91.55
2842,"WO","Bu","828 avstemninger siste der Wenche Olsen deltok",75.00
2843,"WO","Ho","828 avstemninger siste der Wenche Olsen deltok",66.30
2844,"WO","MR","828 avstemninger siste der Wenche Olsen deltok",66.06
2845,"WO","Øs","828 avstemninger siste der Wenche Olsen deltok",69.44
2846,"WO","Op","828 avstemninger siste der Wenche Olsen deltok",93.36
2847,"WO","Ro","828 avstemninger siste der Wenche Olsen deltok",58.82
2848,"WO","NT","828 avstemninger siste der Wenche Olsen deltok",82.97
2849,"WO","Fi","828 avstemninger siste der Wenche Olsen deltok",71.38
2850,"WO","He","828 avstemninger siste der Wenche Olsen deltok",94.20
2851,"ØH","AA","593 avstemninger siste der Øyvind Håbrekke deltok",69.65
2852,"ØH","VA","593 avstemninger siste der Øyvind Håbrekke deltok",52.45
2853,"ØH","Te","593 avstemninger siste der Øyvind Håbrekke deltok",57.00
2854,"ØH","Ve","593 avstemninger siste der Øyvind Håbrekke deltok",47.55
2855,"ØH","No","593 avstemninger siste der Øyvind Håbrekke deltok",53.12
2856,"ØH","Os","593 avstemninger siste der Øyvind Håbrekke deltok",52.45
2857,"ØH","Ak","593 avstemninger siste der Øyvind Håbrekke deltok",62.39
2858,"ØH","Tr","593 avstemninger siste der Øyvind Håbrekke deltok",49.58
2859,"ØH","SF","593 avstemninger siste der Øyvind Håbrekke deltok",54.47
2860,"ØH","ST","593 avstemninger siste der Øyvind Håbrekke deltok",55.31
2861,"ØH","Bu","593 avstemninger siste der Øyvind Håbrekke deltok",51.26
2862,"ØH","Ho","593 avstemninger siste der Øyvind Håbrekke deltok",59.19
2863,"ØH","MR","593 avstemninger siste der Øyvind Håbrekke deltok",57.34
2864,"ØH","Øs","593 avstemninger siste der Øyvind Håbrekke deltok",54.13
2865,"ØH","Op","593 avstemninger siste der Øyvind Håbrekke deltok",54.97
2866,"ØH","Ro","593 avstemninger siste der Øyvind Håbrekke deltok",61.21
2867,"ØH","NT","593 avstemninger siste der Øyvind Håbrekke deltok",50.59
2868,"ØH","Fi","593 avstemninger siste der Øyvind Håbrekke deltok",51.77
2869,"ØH","He","593 avstemninger siste der Øyvind Håbrekke deltok",53.29
2870,"ØYVH","AA","659 avstemninger siste der Øyvind Halleraker deltok",69.04
2871,"ØYVH","VA","659 avstemninger siste der Øyvind Halleraker deltok",52.05
2872,"ØYVH","Øs","659 avstemninger siste der Øyvind Halleraker deltok",53.72
2873,"ØYVH","Ve","659 avstemninger siste der Øyvind Halleraker deltok",42.64
2874,"ØYVH","No","659 avstemninger siste der Øyvind Halleraker deltok",49.01
2875,"ØYVH","Os","659 avstemninger siste der Øyvind Halleraker deltok",54.63
2876,"ØYVH","Ak","659 avstemninger siste der Øyvind Halleraker deltok",71.62
2877,"ØYVH","Ro","659 avstemninger siste der Øyvind Halleraker deltok",73.14
2878,"ØYVH","Tr","659 avstemninger siste der Øyvind Halleraker deltok",49.47
2879,"ØYVH","ST","659 avstemninger siste der Øyvind Halleraker deltok",45.07
2880,"ØYVH","Bu","659 avstemninger siste der Øyvind Halleraker deltok",56.45
2881,"ØYVH","Ho","659 avstemninger siste der Øyvind Halleraker deltok",68.13
2882,"ØYVH","MR","659 avstemninger siste der Øyvind Halleraker deltok",51.29
2883,"ØYVH","Fi","659 avstemninger siste der Øyvind Halleraker deltok",56.30
2884,"ØYVH","Op","659 avstemninger siste der Øyvind Halleraker deltok",46.13
2885,"ØYVH","Te","659 avstemninger siste der Øyvind Halleraker deltok",51.90
2886,"ØYVH","NT","659 avstemninger siste der Øyvind Halleraker deltok",45.68
2887,"ØYVH","SF","659 avstemninger siste der Øyvind Halleraker deltok",53.41
2888,"ØYVH","He","659 avstemninger siste der Øyvind Halleraker deltok",45.83
2889,"AAST","AA","700 avstemninger siste der Arild Stokkan-Grande deltok",43.86
2890,"AAST","VA","700 avstemninger siste der Arild Stokkan-Grande deltok",60.43
2891,"AAST","Te","700 avstemninger siste der Arild Stokkan-Grande deltok",68.57
2892,"AAST","Ve","700 avstemninger siste der Arild Stokkan-Grande deltok",77.71
2893,"AAST","No","700 avstemninger siste der Arild Stokkan-Grande deltok",89.43
2894,"AAST","Os","700 avstemninger siste der Arild Stokkan-Grande deltok",75.14
2895,"AAST","Ak","700 avstemninger siste der Arild Stokkan-Grande deltok",58.14
2896,"AAST","Tr","700 avstemninger siste der Arild Stokkan-Grande deltok",74.14
2897,"AAST","SF","700 avstemninger siste der Arild Stokkan-Grande deltok",75.29
2898,"AAST","ST","700 avstemninger siste der Arild Stokkan-Grande deltok",89.86
2899,"AAST","Bu","700 avstemninger siste der Arild Stokkan-Grande deltok",72.14
2900,"AAST","Ho","700 avstemninger siste der Arild Stokkan-Grande deltok",62.29
2901,"AAST","MR","700 avstemninger siste der Arild Stokkan-Grande deltok",70.14
2902,"AAST","Øs","700 avstemninger siste der Arild Stokkan-Grande deltok",62.57
2903,"AAST","Op","700 avstemninger siste der Arild Stokkan-Grande deltok",92.29
2904,"AAST","Ro","700 avstemninger siste der Arild Stokkan-Grande deltok",56.86
2905,"AAST","NT","700 avstemninger siste der Arild Stokkan-Grande deltok",88.29
2906,"AAST","Fi","700 avstemninger siste der Arild Stokkan-Grande deltok",72.00
2907,"AAST","He","700 avstemninger siste der Arild Stokkan-Grande deltok",96.29
2908,"RAA","AA","407 avstemninger siste der Rannveig Kvifte Andresen deltok",48.40
2909,"RAA","VA","407 avstemninger siste der Rannveig Kvifte Andresen deltok",58.72
2910,"RAA","Ro","407 avstemninger siste der Rannveig Kvifte Andresen deltok",61.18
2911,"RAA","Ve","407 avstemninger siste der Rannveig Kvifte Andresen deltok",74.20
2912,"RAA","No","407 avstemninger siste der Rannveig Kvifte Andresen deltok",83.54
2913,"RAA","Os","407 avstemninger siste der Rannveig Kvifte Andresen deltok",78.87
2914,"RAA","Ak","407 avstemninger siste der Rannveig Kvifte Andresen deltok",61.92
2915,"RAA","Tr","407 avstemninger siste der Rannveig Kvifte Andresen deltok",68.80
2916,"RAA","SF","407 avstemninger siste der Rannveig Kvifte Andresen deltok",75.43
2917,"RAA","ST","407 avstemninger siste der Rannveig Kvifte Andresen deltok",93.86
2918,"RAA","Bu","407 avstemninger siste der Rannveig Kvifte Andresen deltok",80.59
2919,"RAA","Ho","407 avstemninger siste der Rannveig Kvifte Andresen deltok",65.85
2920,"RAA","MR","407 avstemninger siste der Rannveig Kvifte Andresen deltok",62.16
2921,"RAA","Øs","407 avstemninger siste der Rannveig Kvifte Andresen deltok",70.02
2922,"RAA","Op","407 avstemninger siste der Rannveig Kvifte Andresen deltok",87.47
2923,"RAA","Te","407 avstemninger siste der Rannveig Kvifte Andresen deltok",75.43
2924,"RAA","NT","407 avstemninger siste der Rannveig Kvifte Andresen deltok",85.75
2925,"RAA","Fi","407 avstemninger siste der Rannveig Kvifte Andresen deltok",66.83
2926,"RAA","He","407 avstemninger siste der Rannveig Kvifte Andresen deltok",92.38
2927,"AREH","AA","723 avstemninger siste der Are Helseth deltok",47.58
2928,"AREH","VA","723 avstemninger siste der Are Helseth deltok",62.24
2929,"AREH","Te","723 avstemninger siste der Are Helseth deltok",69.29
2930,"AREH","Ve","723 avstemninger siste der Are Helseth deltok",83.82
2931,"AREH","No","723 avstemninger siste der Are Helseth deltok",91.15
2932,"AREH","Os","723 avstemninger siste der Are Helseth deltok",75.93
2933,"AREH","Ak","723 avstemninger siste der Are Helseth deltok",61.96
2934,"AREH","Tr","723 avstemninger siste der Are Helseth deltok",72.48
2935,"AREH","SF","723 avstemninger siste der Are Helseth deltok",77.46
2936,"AREH","ST","723 avstemninger siste der Are Helseth deltok",93.91
2937,"AREH","Bu","723 avstemninger siste der Are Helseth deltok",72.89
2938,"AREH","Ho","723 avstemninger siste der Are Helseth deltok",69.29
2939,"AREH","MR","723 avstemninger siste der Are Helseth deltok",62.38
2940,"AREH","Øs","723 avstemninger siste der Are Helseth deltok",69.43
2941,"AREH","Op","723 avstemninger siste der Are Helseth deltok",94.61
2942,"AREH","Ro","723 avstemninger siste der Are Helseth deltok",58.51
2943,"AREH","NT","723 avstemninger siste der Are Helseth deltok",82.71
2944,"AREH","Fi","723 avstemninger siste der Are Helseth deltok",70.12
2945,"AREH","He","723 avstemninger siste der Are Helseth deltok",93.08
2946,"OLOG","AA","540 avstemninger siste der Olov Grøtting deltok",47.41
2947,"OLOG","VA","540 avstemninger siste der Olov Grøtting deltok",55.00
2948,"OLOG","Ro","540 avstemninger siste der Olov Grøtting deltok",59.63
2949,"OLOG","Ve","540 avstemninger siste der Olov Grøtting deltok",81.11
2950,"OLOG","No","540 avstemninger siste der Olov Grøtting deltok",89.26
2951,"OLOG","Os","540 avstemninger siste der Olov Grøtting deltok",72.96
2952,"OLOG","Ak","540 avstemninger siste der Olov Grøtting deltok",59.44
2953,"OLOG","Tr","540 avstemninger siste der Olov Grøtting deltok",81.11
2954,"OLOG","SF","540 avstemninger siste der Olov Grøtting deltok",82.78
2955,"OLOG","ST","540 avstemninger siste der Olov Grøtting deltok",99.44
2956,"OLOG","Bu","540 avstemninger siste der Olov Grøtting deltok",74.44
2957,"OLOG","Ho","540 avstemninger siste der Olov Grøtting deltok",61.85
2958,"OLOG","MR","540 avstemninger siste der Olov Grøtting deltok",59.81
2959,"OLOG","Øs","540 avstemninger siste der Olov Grøtting deltok",66.85
2960,"OLOG","Op","540 avstemninger siste der Olov Grøtting deltok",91.11
2961,"OLOG","Te","540 avstemninger siste der Olov Grøtting deltok",74.26
2962,"OLOG","NT","540 avstemninger siste der Olov Grøtting deltok",90.93
2963,"OLOG","Fi","540 avstemninger siste der Olov Grøtting deltok",66.85
2964,"OLOG","He","540 avstemninger siste der Olov Grøtting deltok",97.78
2965,"TLB","AA","740 avstemninger siste der Tove Linnea Brandvik deltok",51.22
2966,"TLB","VA","740 avstemninger siste der Tove Linnea Brandvik deltok",55.81
2967,"TLB","Ro","740 avstemninger siste der Tove Linnea Brandvik deltok",57.97
2968,"TLB","Ve","740 avstemninger siste der Tove Linnea Brandvik deltok",82.84
2969,"TLB","No","740 avstemninger siste der Tove Linnea Brandvik deltok",91.49
2970,"TLB","Os","740 avstemninger siste der Tove Linnea Brandvik deltok",75.68
2971,"TLB","Ak","740 avstemninger siste der Tove Linnea Brandvik deltok",59.32
2972,"TLB","Tr","740 avstemninger siste der Tove Linnea Brandvik deltok",71.76
2973,"TLB","SF","740 avstemninger siste der Tove Linnea Brandvik deltok",77.43
2974,"TLB","ST","740 avstemninger siste der Tove Linnea Brandvik deltok",93.78
2975,"TLB","Bu","740 avstemninger siste der Tove Linnea Brandvik deltok",72.70
2976,"TLB","Ho","740 avstemninger siste der Tove Linnea Brandvik deltok",70.14
2977,"TLB","MR","740 avstemninger siste der Tove Linnea Brandvik deltok",60.41
2978,"TLB","Øs","740 avstemninger siste der Tove Linnea Brandvik deltok",71.89
2979,"TLB","Op","740 avstemninger siste der Tove Linnea Brandvik deltok",92.16
2980,"TLB","Te","740 avstemninger siste der Tove Linnea Brandvik deltok",69.59
2981,"TLB","NT","740 avstemninger siste der Tove Linnea Brandvik deltok",87.16
2982,"TLB","Fi","740 avstemninger siste der Tove Linnea Brandvik deltok",70.95
2983,"TLB","He","740 avstemninger siste der Tove Linnea Brandvik deltok",95.81
2984,"JFC","AA","741 avstemninger siste der Jette F. Christensen deltok",46.29
2985,"JFC","VA","741 avstemninger siste der Jette F. Christensen deltok",59.78
2986,"JFC","Te","741 avstemninger siste der Jette F. Christensen deltok",68.96
2987,"JFC","Ve","741 avstemninger siste der Jette F. Christensen deltok",83.27
2988,"JFC","No","741 avstemninger siste der Jette F. Christensen deltok",87.85
2989,"JFC","Os","741 avstemninger siste der Jette F. Christensen deltok",75.71
2990,"JFC","Ak","741 avstemninger siste der Jette F. Christensen deltok",59.38
2991,"JFC","Tr","741 avstemninger siste der Jette F. Christensen deltok",74.49
2992,"JFC","SF","741 avstemninger siste der Jette F. Christensen deltok",75.98
2993,"JFC","ST","741 avstemninger siste der Jette F. Christensen deltok",94.20
2994,"JFC","Bu","741 avstemninger siste der Jette F. Christensen deltok",73.14
2995,"JFC","Ho","741 avstemninger siste der Jette F. Christensen deltok",68.02
2996,"JFC","MR","741 avstemninger siste der Jette F. Christensen deltok",64.91
2997,"JFC","Øs","741 avstemninger siste der Jette F. Christensen deltok",65.45
2998,"JFC","Op","741 avstemninger siste der Jette F. Christensen deltok",92.04
2999,"JFC","Ro","741 avstemninger siste der Jette F. Christensen deltok",57.76
3000,"JFC","NT","741 avstemninger siste der Jette F. Christensen deltok",84.08
3001,"JFC","Fi","741 avstemninger siste der Jette F. Christensen deltok",63.43
3002,"JFC","He","741 avstemninger siste der Jette F. Christensen deltok",94.06
3003,"STRH","AA","790 avstemninger siste der Stine Renate Håheim deltok",47.09
3004,"STRH","VA","790 avstemninger siste der Stine Renate Håheim deltok",60.76
3005,"STRH","Te","790 avstemninger siste der Stine Renate Håheim deltok",72.15
3006,"STRH","Ve","790 avstemninger siste der Stine Renate Håheim deltok",84.18
3007,"STRH","No","790 avstemninger siste der Stine Renate Håheim deltok",92.03
3008,"STRH","Os","790 avstemninger siste der Stine Renate Håheim deltok",77.97
3009,"STRH","Ak","790 avstemninger siste der Stine Renate Håheim deltok",62.78
3010,"STRH","Tr","790 avstemninger siste der Stine Renate Håheim deltok",73.67
3011,"STRH","SF","790 avstemninger siste der Stine Renate Håheim deltok",79.37
3012,"STRH","ST","790 avstemninger siste der Stine Renate Håheim deltok",94.43
3013,"STRH","Bu","790 avstemninger siste der Stine Renate Håheim deltok",75.06
3014,"STRH","Ho","790 avstemninger siste der Stine Renate Håheim deltok",66.96
3015,"STRH","MR","790 avstemninger siste der Stine Renate Håheim deltok",65.06
3016,"STRH","Øs","790 avstemninger siste der Stine Renate Håheim deltok",71.27
3017,"STRH","Op","790 avstemninger siste der Stine Renate Håheim deltok",94.68
3018,"STRH","Ro","790 avstemninger siste der Stine Renate Håheim deltok",60.63
3019,"STRH","NT","790 avstemninger siste der Stine Renate Håheim deltok",85.06
3020,"STRH","Fi","790 avstemninger siste der Stine Renate Håheim deltok",69.87
3021,"STRH","He","790 avstemninger siste der Stine Renate Håheim deltok",97.34
3022,"HEIS","AA","97 avstemninger siste der Heidi Sørensen deltok",50.52
3023,"HEIS","VA","97 avstemninger siste der Heidi Sørensen deltok",58.76
3024,"HEIS","Ro","97 avstemninger siste der Heidi Sørensen deltok",62.89
3025,"HEIS","Ve","97 avstemninger siste der Heidi Sørensen deltok",77.32
3026,"HEIS","No","97 avstemninger siste der Heidi Sørensen deltok",74.23
3027,"HEIS","Os","97 avstemninger siste der Heidi Sørensen deltok",83.51
3028,"HEIS","Ak","97 avstemninger siste der Heidi Sørensen deltok",64.95
3029,"HEIS","Tr","97 avstemninger siste der Heidi Sørensen deltok",76.29
3030,"HEIS","SF","97 avstemninger siste der Heidi Sørensen deltok",65.98
3031,"HEIS","ST","97 avstemninger siste der Heidi Sørensen deltok",90.72
3032,"HEIS","Bu","97 avstemninger siste der Heidi Sørensen deltok",75.26
3033,"HEIS","Ho","97 avstemninger siste der Heidi Sørensen deltok",68.04
3034,"HEIS","MR","97 avstemninger siste der Heidi Sørensen deltok",77.32
3035,"HEIS","Øs","97 avstemninger siste der Heidi Sørensen deltok",76.29
3036,"HEIS","Op","97 avstemninger siste der Heidi Sørensen deltok",88.66
3037,"HEIS","Te","97 avstemninger siste der Heidi Sørensen deltok",60.82
3038,"HEIS","NT","97 avstemninger siste der Heidi Sørensen deltok",83.51
3039,"HEIS","Fi","97 avstemninger siste der Heidi Sørensen deltok",60.82
3040,"HEIS","He","97 avstemninger siste der Heidi Sørensen deltok",91.75
3041,"HAKH","AA","638 avstemninger siste der Håkon Haugli deltok",47.49
3042,"HAKH","VA","638 avstemninger siste der Håkon Haugli deltok",61.13
3043,"HAKH","Øs","638 avstemninger siste der Håkon Haugli deltok",63.17
3044,"HAKH","Ve","638 avstemninger siste der Håkon Haugli deltok",81.82
3045,"HAKH","No","638 avstemninger siste der Håkon Haugli deltok",89.97
3046,"HAKH","Os","638 avstemninger siste der Håkon Haugli deltok",81.50
3047,"HAKH","Ak","638 avstemninger siste der Håkon Haugli deltok",57.05
3048,"HAKH","Ro","638 avstemninger siste der Håkon Haugli deltok",56.11
3049,"HAKH","Tr","638 avstemninger siste der Håkon Haugli deltok",67.40
3050,"HAKH","ST","638 avstemninger siste der Håkon Haugli deltok",93.26
3051,"HAKH","Bu","638 avstemninger siste der Håkon Haugli deltok",67.71
3052,"HAKH","Ho","638 avstemninger siste der Håkon Haugli deltok",64.58
3053,"HAKH","MR","638 avstemninger siste der Håkon Haugli deltok",70.22
3054,"HAKH","Fi","638 avstemninger siste der Håkon Haugli deltok",69.12
3055,"HAKH","Op","638 avstemninger siste der Håkon Haugli deltok",96.71
3056,"HAKH","Te","638 avstemninger siste der Håkon Haugli deltok",64.58
3057,"HAKH","NT","638 avstemninger siste der Håkon Haugli deltok",78.53
3058,"HAKH","SF","638 avstemninger siste der Håkon Haugli deltok",73.04
3059,"HAKH","He","638 avstemninger siste der Håkon Haugli deltok",93.73
3060,"TRUW","AA","629 avstemninger siste der Truls Wickholm deltok",47.38
3061,"TRUW","VA","629 avstemninger siste der Truls Wickholm deltok",62.96
3062,"TRUW","Te","629 avstemninger siste der Truls Wickholm deltok",68.20
3063,"TRUW","Ve","629 avstemninger siste der Truls Wickholm deltok",80.13
3064,"TRUW","No","629 avstemninger siste der Truls Wickholm deltok",90.78
3065,"TRUW","Os","629 avstemninger siste der Truls Wickholm deltok",84.58
3066,"TRUW","Ak","629 avstemninger siste der Truls Wickholm deltok",62.32
3067,"TRUW","Tr","629 avstemninger siste der Truls Wickholm deltok",75.20
3068,"TRUW","SF","629 avstemninger siste der Truls Wickholm deltok",75.20
3069,"TRUW","ST","629 avstemninger siste der Truls Wickholm deltok",93.96
3070,"TRUW","Bu","629 avstemninger siste der Truls Wickholm deltok",75.20
3071,"TRUW","Ho","629 avstemninger siste der Truls Wickholm deltok",67.57
3072,"TRUW","MR","629 avstemninger siste der Truls Wickholm deltok",66.77
3073,"TRUW","Øs","629 avstemninger siste der Truls Wickholm deltok",69.16
3074,"TRUW","Op","629 avstemninger siste der Truls Wickholm deltok",92.53
3075,"TRUW","Ro","629 avstemninger siste der Truls Wickholm deltok",60.89
3076,"TRUW","NT","629 avstemninger siste der Truls Wickholm deltok",83.78
3077,"TRUW","Fi","629 avstemninger siste der Truls Wickholm deltok",73.77
3078,"TRUW","He","629 avstemninger siste der Truls Wickholm deltok",95.39
3079,"AC","AA","718 avstemninger siste der Akhtar Chaudhry deltok",47.91
3080,"AC","VA","718 avstemninger siste der Akhtar Chaudhry deltok",59.89
3081,"AC","Øs","718 avstemninger siste der Akhtar Chaudhry deltok",59.61
3082,"AC","Ve","718 avstemninger siste der Akhtar Chaudhry deltok",82.17
3083,"AC","No","718 avstemninger siste der Akhtar Chaudhry deltok",87.33
3084,"AC","Os","718 avstemninger siste der Akhtar Chaudhry deltok",78.27
3085,"AC","Ak","718 avstemninger siste der Akhtar Chaudhry deltok",59.19
3086,"AC","Ro","718 avstemninger siste der Akhtar Chaudhry deltok",57.52
3087,"AC","Tr","718 avstemninger siste der Akhtar Chaudhry deltok",77.99
3088,"AC","ST","718 avstemninger siste der Akhtar Chaudhry deltok",95.13
3089,"AC","Bu","718 avstemninger siste der Akhtar Chaudhry deltok",73.68
3090,"AC","Ho","718 avstemninger siste der Akhtar Chaudhry deltok",63.65
3091,"AC","MR","718 avstemninger siste der Akhtar Chaudhry deltok",58.22
3092,"AC","Fi","718 avstemninger siste der Akhtar Chaudhry deltok",67.55
3093,"AC","Op","718 avstemninger siste der Akhtar Chaudhry deltok",90.53
3094,"AC","Te","718 avstemninger siste der Akhtar Chaudhry deltok",69.36
3095,"AC","NT","718 avstemninger siste der Akhtar Chaudhry deltok",81.75
3096,"AC","SF","718 avstemninger siste der Akhtar Chaudhry deltok",72.28
3097,"AC","He","718 avstemninger siste der Akhtar Chaudhry deltok",93.73
3098,"KY","AA","384 avstemninger siste der Karin Yrvin deltok",44.79
3099,"KY","VA","384 avstemninger siste der Karin Yrvin deltok",48.18
3100,"KY","Te","384 avstemninger siste der Karin Yrvin deltok",70.05
3101,"KY","Ve","384 avstemninger siste der Karin Yrvin deltok",85.42
3102,"KY","No","384 avstemninger siste der Karin Yrvin deltok",85.42
3103,"KY","Os","384 avstemninger siste der Karin Yrvin deltok",80.47
3104,"KY","Ak","384 avstemninger siste der Karin Yrvin deltok",52.60
3105,"KY","Tr","384 avstemninger siste der Karin Yrvin deltok",70.05
3106,"KY","SF","384 avstemninger siste der Karin Yrvin deltok",81.25
3107,"KY","ST","384 avstemninger siste der Karin Yrvin deltok",97.14
3108,"KY","Bu","384 avstemninger siste der Karin Yrvin deltok",73.70
3109,"KY","Ho","384 avstemninger siste der Karin Yrvin deltok",60.68
3110,"KY","MR","384 avstemninger siste der Karin Yrvin deltok",60.42
3111,"KY","Øs","384 avstemninger siste der Karin Yrvin deltok",66.67
3112,"KY","Op","384 avstemninger siste der Karin Yrvin deltok",91.15
3113,"KY","Ro","384 avstemninger siste der Karin Yrvin deltok",53.91
3114,"KY","NT","384 avstemninger siste der Karin Yrvin deltok",80.99
3115,"KY","Fi","384 avstemninger siste der Karin Yrvin deltok",72.66
3116,"KY","He","384 avstemninger siste der Karin Yrvin deltok",95.31
3117,"ESAN","AA","575 avstemninger siste der Erling Sande deltok",49.57
3118,"ESAN","VA","575 avstemninger siste der Erling Sande deltok",64.70
3119,"ESAN","Te","575 avstemninger siste der Erling Sande deltok",73.04
3120,"ESAN","Ve","575 avstemninger siste der Erling Sande deltok",85.22
3121,"ESAN","No","575 avstemninger siste der Erling Sande deltok",92.87
3122,"ESAN","Os","575 avstemninger siste der Erling Sande deltok",71.48
3123,"ESAN","Ak","575 avstemninger siste der Erling Sande deltok",61.39
3124,"ESAN","Tr","575 avstemninger siste der Erling Sande deltok",78.61
3125,"ESAN","SF","575 avstemninger siste der Erling Sande deltok",82.61
3126,"ESAN","ST","575 avstemninger siste der Erling Sande deltok",95.13
3127,"ESAN","Bu","575 avstemninger siste der Erling Sande deltok",72.00
3128,"ESAN","Ho","575 avstemninger siste der Erling Sande deltok",68.17
3129,"ESAN","MR","575 avstemninger siste der Erling Sande deltok",62.43
3130,"ESAN","Øs","575 avstemninger siste der Erling Sande deltok",61.22
3131,"ESAN","Op","575 avstemninger siste der Erling Sande deltok",93.39
3132,"ESAN","Ro","575 avstemninger siste der Erling Sande deltok",60.35
3133,"ESAN","NT","575 avstemninger siste der Erling Sande deltok",81.91
3134,"ESAN","Fi","575 avstemninger siste der Erling Sande deltok",72.35
3135,"ESAN","He","575 avstemninger siste der Erling Sande deltok",94.43
3136,"ARLH","AA","734 avstemninger siste der Arne L. Haugen deltok",51.09
3137,"ARLH","VA","734 avstemninger siste der Arne L. Haugen deltok",61.85
3138,"ARLH","Te","734 avstemninger siste der Arne L. Haugen deltok",71.12
3139,"ARLH","Ve","734 avstemninger siste der Arne L. Haugen deltok",86.65
3140,"ARLH","No","734 avstemninger siste der Arne L. Haugen deltok",91.01
3141,"ARLH","Os","734 avstemninger siste der Arne L. Haugen deltok",78.47
3142,"ARLH","Ak","734 avstemninger siste der Arne L. Haugen deltok",61.17
