"id","versjon","fornavn","etternavn","foedselsdato","doedsdato","kjoenn","fylke_id","parti_id","top_words_in_questions","top_tfidf_words_in_questions"
</span><span class=\"size-6\" name=\"0.0245340487059\">Statnett</span><span class=\"size-6\" name=\"0.0238185078063\">nye</span><span class=\"size-6\" name=\"0.0232791387929\">kommune</span><span class=\"size-6\" name=\"0.0228421919049\">planlagde</span><span class=\"size-6\" name=\"0.0227276459854\">Sogndal</span><span class=\"size-7\" name=\"0.0219859597043\">gjort</span><span class=\"size-7\" name=\"0.0200999621856\">desse</span><span class=\"size-7\" name=\"0.0191184753956\">kome</span><span class=\"size-7\" name=\"0.0183243903194\">NVE</span><span class=\"size-7\" name=\"0.017806624156\">Eikefjord</span><span class=\"size-7\" name=\"0.0177853323246\">saka</span><span class=\"size-8\" name=\"0.0166998536318\">utgreiingar</span><span class=\"size-8\" name=\"0.0159467859308\">mogeleg</span><span class=\"size-8\" name=\"0.0153663892688\">OED</span><span class=\"size-8\" name=\"0.0150140145771\">ny</span><span class=\"size-8\" name=\"0.0147096166545\">politidekninga</span><span class=\"size-8\" name=\"0.0147096166545\">Nasjonalparksenter</span><span class=\"size-8\" name=\"0.0147096166545\">strålingsfaren</span><span class=\"size-8\" name=\"0.0144540843884\">Nausta</span>"
"BM",NULL,"Benn","Mikalsen","1956-08-08 00:00:00","0001-01-01 00:00:00","mann","No","TF",NULL,NULL
"BOAA","1.0","Bodil","Aakre","1922-09-07 00:00:00","2008-11-08 00:00:00","kvinne","No","H",NULL,NULL
"BOBR","1.0","Botolv","Bråtalien","1892-02-28 00:00:00","1969-11-06 00:00:00","mann","Bu","B",NULL,NULL
"BOHA","1.0","Borghild Bondevik","Haga","1906-12-08 00:00:00","1990-04-12 00:00:00","kvinne","Ve","V",NULL,NULL
"BORØ","1.0","Borghild","Røyseland","1926-08-23 00:00:00","0001-01-01 00:00:00","kvinne","Ro","KrF",NULL,NULL
"BR","1.0","Børre","Rønningen","1949-05-11 00:00:00","0001-01-01 00:00:00","mann","Te","SV",NULL,NULL
"BRBO","1.0","Brita","Borge","1931-10-20 00:00:00","0001-01-01 00:00:00","kvinne","Ho","H",NULL,NULL
"BRHA","1.0","Britt","Harkestad","1946-03-09 00:00:00","0001-01-01 00:00:00","kvinne","Ho","KrF",NULL,NULL
"BRRY",NULL,"Brit Vingelsgaard","Ryen","1944-11-24 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"BRU",NULL,"Bendik","Rugaas","1942-12-31 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"BT","1.0","Borghild","Tenden","1951-06-23 00:00:00","0001-01-01 00:00:00","kvinne","Ak","V","<span class=\"size-1\" name=\"antall: 65\">samferdselsministeren</span><span class=\"size-4\" name=\"antall: 40\">sørge</span><span class=\"size-5\" name=\"antall: 38\">få</span><span class=\"size-5\" name=\"antall: 34\">gjøre</span><span class=\"size-6\" name=\"antall: 30\">ta</span><span class=\"size-6\" name=\"antall: 28\">Oslo</span><span class=\"size-10\" name=\"antall: 26\">ny</span><span class=\"size-10\" name=\"antall: 26\">Norge</span><span class=\"size-7\" name=\"antall: 24\">hvorvidt</span><span class=\"size-7\" name=\"antall: 24\">tiltak</span><span class=\"size-8\" name=\"antall: 19\">Bærum</span><span class=\"size-8\" name=\"antall: 19\">initiativ</span><span class=\"size-8\" name=\"antall: 19\"> 
</span><span class=\"size-8\" name=\"antall: 18\">gjennom</span><span class=\"size-8\" name=\"antall: 18\">nye</span><span class=\"size-8\" name=\"antall: 17\">strekningen</span><span class=\"size-8\" name=\"antall: 17\">sikre</span><span class=\"size-8\" name=\"antall: 16\">mener</span><span class=\"size-8\" name=\"antall: 16\"> (</span><span class=\"size-8\" name=\"antall: 15\">Regjeringen</span><span class=\"size-8\" name=\"antall: 15\">får</span><span class=\"size-8\" name=\"antall: 15\">arbeidet</span><span class=\"size-8\" name=\"antall: 14\">mer</span><span class=\"size-8\" name=\"antall: 14\">forbindelse</span><span class=\"size-8\" name=\"antall: 14\">bedre</span><span class=\"size-10\" name=\"antall: 13\">E16</span><span class=\"size-10\" name=\"antall: 13\">regjeringen</span><span class=\"size-10\" name=\"antall: 13\">Stortinget</span><span class=\"size-10\" name=\"antall: 13\">iverksette</span><span class=\"size-10\" name=\"antall: 13\">bør</span>","<span class=\"size-1\" name=\"tfidf: 0.0554458414937\">samferdselsministeren</span><span class=\"size-5\" name=\"tfidf: 0.0290146728476\">sørge</span><span class=\"size-7\" name=\"tfidf: 0.0210622304002\">få</span><span class=\"size-7\" name=\"tfidf: 0.020393927335\">Oslo</span><span class=\"size-7\" name=\"tfidf: 0.0203360627379\">gjøre</span><span class=\"size-7\" name=\"tfidf: 0.0198267648665\">Bærum</span><span class=\"size-7\" name=\"tfidf: 0.0180489793548\">hvorvidt</span><span class=\"size-8\" name=\"tfidf: 0.0161257598696\">tiltak</span><span class=\"size-8\" name=\"tfidf: 0.0159641124777\">Norge</span><span class=\"size-8\" name=\"tfidf: 0.0156433783751\">strekningen</span><span class=\"size-8\" name=\"tfidf: 0.0147104786451\">ny</span><span class=\"size-8\" name=\"tfidf: 0.0144807807625\">E16</span><span class=\"size-8\" name=\"tfidf: 0.0134450674313\">initiativ</span><span class=\"size-8\" name=\"tfidf: 0.0124285217771\">nye</span><span class=\"size-8\" name=\"tfidf: 0.0123218079745\">Akershus</span><span class=\"size-8\" name=\"tfidf: 0.0119352405963\">mener</span><span class=\"size-8\" name=\"tfidf: 0.0118699269179\">gjennom</span><span class=\"size-8\" name=\"tfidf: 0.0111802840125\"> 
</span><span class=\"size-8\" name=\"tfidf: 0.0111531186255\">iverksette</span><span class=\"size-9\" name=\"tfidf: 0.0110372529965\">arbeidet</span><span class=\"size-9\" name=\"tfidf: 0.0110264206798\">sikre</span><span class=\"size-9\" name=\"tfidf: 0.0109174798449\"> (</span><span class=\"size-9\" name=\"tfidf: 0.0108143851159\">Jernbaneverket</span><span class=\"size-9\" name=\"tfidf: 0.0105402372712\">forbindelse</span><span class=\"size-9\" name=\"tfidf: 0.0104370420681\">bør</span><span class=\"size-9\" name=\"tfidf: 0.0103598159375\">bedre</span><span class=\"size-9\" name=\"tfidf: 0.0102857310852\">ta</span><span class=\"size-9\" name=\"tfidf: 0.0101217227178\">får</span><span class=\"size-9\" name=\"tfidf: 0.0100347827743\">NSB</span>"
"BTG","1.0","Bjørn Tore","Godal","1945-01-20 00:00:00","0001-01-01 00:00:00","mann","Os","A",NULL,NULL
"BTH","1.0","Bente","Thorsen","1958-10-31 00:00:00","0001-01-01 00:00:00","kvinne","Ro","FrP","<span class=\"size-1\" name=\"antall: 40\">ministeren</span><span class=\"size-2\" name=\"antall: 34\">sørge</span><span class=\"size-2\" name=\"antall: 33\"> 
</span><span class=\"size-3\" name=\"antall: 30\">får</span><span class=\"size-5\" name=\"antall: 23\">få</span><span class=\"size-5\" name=\"antall: 23\">behov</span><span class=\"size-6\" name=\"antall: 19\">flere</span><span class=\"size-6\" name=\"antall: 19\">Norge</span><span class=\"size-6\" name=\"antall: 17\">viser</span><span class=\"size-10\" name=\"antall: 16\">nye</span><span class=\"size-10\" name=\"antall: 16\">ta</span><span class=\"size-7\" name=\"antall: 15\">spørsmål</span><span class=\"size-7\" name=\"antall: 15\">svar</span><span class=\"size-7\" name=\"antall: 14\">bruk</span><span class=\"size-7\" name=\"antall: 13\">andre</span><span class=\"size-10\" name=\"antall: 12\">mer</span><span class=\"size-10\" name=\"antall: 12\">kommer</span><span class=\"size-10\" name=\"antall: 12\">år</span><span class=\"size-8\" name=\"antall: 11\">Ifølge</span><span class=\"size-8\" name=\"antall: 11\">må</span><span class=\"size-8\" name=\"antall: 11\">stor</span><span class=\"size-8\" name=\"antall: 11\">krav</span><span class=\"size-8\" name=\"antall: 11\">gjøre</span><span class=\"size-8\" name=\"antall: 11\">store</span><span class=\"size-8\" name=\"antall: 11\">tiltak</span><span class=\"size-8\" name=\"antall: 10\">dagens</span><span class=\"size-8\" name=\"antall: 10\"> (</span><span class=\"size-8\" name=\"antall: 10\">norske</span><span class=\"size-8\" name=\"antall: 10\">elever</span><span class=\"size-8\" name=\"antall: 10\">godkjenning</span>","<span class=\"size-1\" name=\"tfidf: 0.0314633890379\">sørge</span><span class=\"size-2\" name=\"tfidf: 0.029325615427\">ministeren</span><span class=\"size-2\" name=\"tfidf: 0.0258286290621\">får</span><span class=\"size-3\" name=\"tfidf: 0.0247753459487\"> 
</span><span class=\"size-3\" name=\"tfidf: 0.0222785100991\">behov</span><span class=\"size-5\" name=\"tfidf: 0.0172555592202\">flere</span><span class=\"size-5\" name=\"tfidf: 0.0162661064068\">få</span><span class=\"size-5\" name=\"tfidf: 0.0158481938908\">viser</span><span class=\"size-6\" name=\"tfidf: 0.0148856369705\">Norge</span><span class=\"size-6\" name=\"tfidf: 0.0140963674535\">nye</span><span class=\"size-6\" name=\"tfidf: 0.0140732455126\">spørsmål</span><span class=\"size-6\" name=\"tfidf: 0.0127724489087\">HTG</span><span class=\"size-7\" name=\"tfidf: 0.0119323969143\">godkjenning</span><span class=\"size-7\" name=\"tfidf: 0.0118324240647\">kommer</span><span class=\"size-7\" name=\"tfidf: 0.0116862742725\">Haugesund</span><span class=\"size-7\" name=\"tfidf: 0.0115966431286\">svar</span><span class=\"size-7\" name=\"tfidf: 0.0115960949336\">andre</span><span class=\"size-7\" name=\"tfidf: 0.0114863630928\">Karmøy</span><span class=\"size-7\" name=\"tfidf: 0.0111369632203\">Ifølge</span><span class=\"size-7\" name=\"tfidf: 0.0107733298921\">elever</span><span class=\"size-7\" name=\"tfidf: 0.0105571594497\">bruk</span><span class=\"size-7\" name=\"tfidf: 0.0104409644899\">dagens</span><span class=\"size-7\" name=\"tfidf: 0.0103524589415\">krav</span><span class=\"size-7\" name=\"tfidf: 0.0102280291185\">store</span><span class=\"size-7\" name=\"tfidf: 0.00983785154847\">artikkel</span><span class=\"size-7\" name=\"tfidf: 0.00946055712843\">Spørsmålet</span><span class=\"size-8\" name=\"tfidf: 0.00942965829492\">tiltak</span><span class=\"size-8\" name=\"tfidf: 0.00930857133448\">Stavanger</span><span class=\"size-8\" name=\"tfidf: 0.00925563751104\">kirke</span>"
"BVS","1.0","Bård Vegar","Solhjell","1971-12-22 00:00:00","0001-01-01 00:00:00","mann","Ak","SV",NULL,NULL
"BYR","1.0","Bror Yngve","Rahm","1955-01-04 00:00:00","0001-01-01 00:00:00","mann","Te","KrF",NULL,NULL
"BØRR",NULL,"Børre","Rognlien","1944-12-26 00:00:00","0001-01-01 00:00:00","mann","Os","H",NULL,NULL
"CAHE","1.0","Carl","Henry","1905-11-17 00:00:00","1995-12-02 00:00:00","mann",NULL,"A",NULL,NULL
"CAHM","1.0","Carl Joachim","Hambro","1885-01-05 00:00:00","1964-12-15 00:00:00","mann","Os","H",NULL,NULL
"CALA","1.0","Carl Viggo Manthey","Lange","1904-04-09 00:00:00","1999-05-31 00:00:00","mann",NULL,"A",NULL,NULL
"CALO","1.0","Carl Fredrik","Lowzow","1927-08-05 00:00:00","2009-10-20 00:00:00","mann","Ak","H",NULL,NULL
"CASV","1.0","Cato Andreas","Sverdrup","1896-04-09 00:00:00","1948-04-09 00:00:00","mann","No","H",NULL,NULL
"CAWE","1.0","Carl Julius Alvin","Westerlund","1885-06-02 00:00:00","1952-05-14 00:00:00","mann",NULL,"A",NULL,NULL
"CAWR","1.0","Carl August Petersen","Wright","1893-09-07 00:00:00","1961-04-28 00:00:00","mann",NULL,"H",NULL,NULL
"CD",NULL,"Carsten","Dybevig","1963-01-29 00:00:00","0001-01-01 00:00:00","mann","Øs","H",NULL,NULL
"CHER","1.0","Christian","Erlandsen","1926-03-02 00:00:00","0001-01-01 00:00:00","mann","He","H",NULL,NULL
"CHH",NULL,"Christian","Holm","1964-12-08 00:00:00","0001-01-01 00:00:00","mann","Ak","SV",NULL,NULL
"CHOF","1.0","Christian Stephansen","Oftedal","1907-01-14 00:00:00","1955-07-11 00:00:00","mann",NULL,"V",NULL,NULL
"CHRE",NULL,"Charles Børge","Remø","1923-04-23 00:00:00","0001-01-01 00:00:00","mann","MR","H",NULL,NULL
"CIH","1.0","Carl I.","Hagen","1944-05-06 00:00:00","0001-01-01 00:00:00","mann","Os","FrP",NULL,NULL
"CLFE","1.0","Claus Egil","Feyling","1916-12-09 00:00:00","1989-03-02 00:00:00","mann","Ro","H",NULL,NULL
"CLNE","1.0","Claus Marius","Neergaard","1911-07-18 00:00:00","1990-12-22 00:00:00","mann","MR","A",NULL,NULL
"CLOL","1.0","Claudia","Olsen","1896-09-22 00:00:00","1980-11-09 00:00:00","kvinne",NULL,"H",NULL,NULL
"CNR",NULL,"Christina Nilsson","Ramsøy","1986-11-04 00:00:00","0001-01-01 00:00:00","kvinne","NT","Sp",NULL,NULL
"COKA","1.0","Cornelius","Karlstrøm","1897-03-02 00:00:00","1978-09-19 00:00:00","mann","Fi","A",NULL,NULL
"CS","1.0","Christopher","Stensaker","1945-01-22 00:00:00","0001-01-01 00:00:00","mann","ST","FrP",NULL,NULL
"CSH",NULL,"Camilla Storøy","Hermansen","1979-01-28 00:00:00","0001-01-01 00:00:00","kvinne","MR","KrF","<span class=\"size-7\" name=\"0\">for lite data til å lage ordsky</span>","<span class=\"size-1\" name=\"0.321348353777\">sidemål</span><span class=\"size-4\" name=\"0.199229186668\">kunnskapen</span><span class=\"size-6\" name=\"0.14395927631\">frå</span><span class=\"size-6\" name=\"0.136837679977\">løysingane</span><span class=\"size-6\" name=\"0.136837679977\">rusforebyggjande</span><span class=\"size-6\" name=\"0.136837679977\">antalet</span><span class=\"size-6\" name=\"0.136837679977\">samarbeidar</span><span class=\"size-6\" name=\"0.13428105087\">gjort</span><span class=\"size-6\" name=\"0.132343997943\">vert</span><span class=\"size-7\" name=\"0.126274100278\">standpunktkarakterer</span><span class=\"size-7\" name=\"0.126274100278\">sektorovergripande</span><span class=\"size-7\" name=\"0.123507926505\">læreplanens</span><span class=\"size-7\" name=\"0.123507926505\">separate</span><span class=\"size-7\" name=\"0.123507926505\">kompetansemål</span><span class=\"size-7\" name=\"0.121362315435\">utfordringane</span><span class=\"size-7\" name=\"0.119609223542\">_gods</span><span class=\"size-7\" name=\"0.116843049769\">sjø_</span><span class=\"size-7\" name=\"0.113780994662\">mottek</span><span class=\"size-7\" name=\"0.112944346806\">eksplisitt</span><span class=\"size-7\" name=\"0.111462128731\">dokumenteres</span><span class=\"size-7\" name=\"0.108032561962\">hovedmål</span><span class=\"size-7\" name=\"0.104459835458\">skular</span><span class=\"size-7\" name=\"0.103818572242\">høge</span><span class=\"size-7\" name=\"0.102651640924\">vegnettet</span><span class=\"size-7\" name=\"0.101130256259\">opprettholdt</span><span class=\"size-7\" name=\"0.100672294249\">vidaregåande</span><span class=\"size-7\" name=\"0.0987728691762\">få</span><span class=\"size-7\" name=\"0.0969998460696\">regjeringa</span><span class=\"size-8\" name=\"0.0937863644534\">sosialhjelp</span>"
"CT","1.0","Christian","Tybring-Gjedde","1963-08-08 00:00:00","0001-01-01 00:00:00","mann","Os","FrP","<span class=\"size-1\" name=\"antall: 55\">finansministeren</span><span class=\"size-10\" name=\"antall: 44\"> 
</span><span class=\"size-10\" name=\"antall: 44\">Norge</span><span class=\"size-4\" name=\"antall: 35\"> (</span><span class=\"size-5\" name=\"antall: 29\">kroner</span><span class=\"size-6\" name=\"antall: 24\">dersom</span><span class=\"size-6\" name=\"antall: 24\">norske</span><span class=\"size-7\" name=\"antall: 21\">regjeringen</span><span class=\"size-7\" name=\"antall: 18\">Regjeringen</span><span class=\"size-7\" name=\"antall: 18\">få</span><span class=\"size-8\" name=\"antall: 15\">000</span><span class=\"size-8\" name=\"antall: 13\">årene</span><span class=\"size-8\" name=\"antall: 13\">gjelder</span><span class=\"size-8\" name=\"antall: 13\">økt</span><span class=\"size-8\" name=\"antall: 13\">Oslo</span><span class=\"size-8\" name=\"antall: 13\">mener</span><span class=\"size-8\" name=\"antall: 13\">dag</span><span class=\"size-8\" name=\"antall: 13\">pensjonister</span><span class=\"size-8\" name=\"antall: 12\">må</span><span class=\"size-8\" name=\"antall: 12\">praksis</span><span class=\"size-8\" name=\"antall: 12\">spørsmål</span><span class=\"size-8\" name=\"antall: 12\">ansatte</span><span class=\"size-8\" name=\"antall: 12\">skatt</span><span class=\"size-8\" name=\"antall: 12\">år</span><span class=\"size-10\" name=\"antall: 11\">norsk</span><span class=\"size-10\" name=\"antall: 11\">siste</span><span class=\"size-10\" name=\"antall: 11\">annet</span><span class=\"size-10\" name=\"antall: 11\">får</span><span class=\"size-10\" name=\"antall: 11\">gi</span><span class=\"size-9\" name=\"antall: 10\">inntekt</span>","<span class=\"size-1\" name=\"tfidf: 0.049862487415\">finansministeren</span><span class=\"size-4\" name=\"tfidf: 0.0317728611939\">Norge</span><span class=\"size-4\" name=\"tfidf: 0.0304472652497\"> 
</span><span class=\"size-5\" name=\"tfidf: 0.0280801942472\"> (</span><span class=\"size-5\" name=\"tfidf: 0.0271346266779\">kroner</span><span class=\"size-6\" name=\"tfidf: 0.023180038035\">dersom</span><span class=\"size-7\" name=\"tfidf: 0.019223934286\">norske</span><span class=\"size-7\" name=\"tfidf: 0.0186127393763\">regjeringen</span><span class=\"size-7\" name=\"tfidf: 0.0152621942756\">pensjonister</span><span class=\"size-8\" name=\"tfidf: 0.0139483077767\">Regjeringen</span><span class=\"size-8\" name=\"tfidf: 0.0132600080985\">000</span><span class=\"size-8\" name=\"tfidf: 0.0129527145585\">årene</span><span class=\"size-8\" name=\"tfidf: 0.0118189801497\">gjelder</span><span class=\"size-8\" name=\"tfidf: 0.0118130985737\">Spania</span><span class=\"size-8\" name=\"tfidf: 0.0117332440686\">få</span><span class=\"size-8\" name=\"tfidf: 0.0116946510012\">ansatte</span><span class=\"size-8\" name=\"tfidf: 0.0114046866364\">mener</span><span class=\"size-8\" name=\"tfidf: 0.0112878882239\">økt</span><span class=\"size-8\" name=\"tfidf: 0.01125061103\">praksis</span><span class=\"size-8\" name=\"tfidf: 0.0111356450877\">Oslo</span><span class=\"size-8\" name=\"tfidf: 0.0103770540262\">spørsmål</span><span class=\"size-8\" name=\"tfidf: 0.0103081502624\">Finansdepartementet</span><span class=\"size-8\" name=\"tfidf: 0.0100122792844\">skatt</span><span class=\"size-8\" name=\"tfidf: 0.0099983054953\">annet</span><span class=\"size-9\" name=\"tfidf: 0.00996002199971\">dag</span><span class=\"size-9\" name=\"tfidf: 0.00985122863334\">siste</span><span class=\"size-9\" name=\"tfidf: 0.00960828401843\">bosatt</span><span class=\"size-9\" name=\"tfidf: 0.00960738405892\">statsbudsjettet</span><span class=\"size-9\" name=\"tfidf: 0.00951657914769\">betale</span>"
"DAD","1.0","Dag","Danielsen","1955-04-08 00:00:00","0001-01-01 00:00:00","mann","Os","FrP",NULL,NULL
"DAGS",NULL,"Dagfinn","Sundsbø","1946-12-11 00:00:00","0001-01-01 00:00:00","mann","Ak","Sp",NULL,NULL
"DAHJ","1.0","Dagfinn","Hjertenes","1943-08-13 00:00:00","2006-02-28 00:00:00","mann","SF","H",NULL,NULL
"DE","1.0","Dagrun","Eriksen","1971-06-28 00:00:00","0001-01-01 00:00:00","kvinne","VA","KrF","<span class=\"size-1\" name=\"antall: 21\">gjøre</span><span class=\"size-2\" name=\"antall: 17\">sikre</span><span class=\"size-5\" name=\"antall: 11\">ta</span><span class=\"size-6\" name=\"antall: 10\">elever</span><span class=\"size-6\" name=\"antall: 10\">hvorvidt</span><span class=\"size-6\" name=\"antall: 9\"> 
</span><span class=\"size-6\" name=\"antall: 9\">få</span><span class=\"size-6\" name=\"antall: 9\">får</span><span class=\"size-7\" name=\"antall: 8\">studenter</span><span class=\"size-7\" name=\"antall: 8\">skoler</span><span class=\"size-7\" name=\"antall: 7\">andre</span><span class=\"size-7\" name=\"antall: 7\">barn</span><span class=\"size-8\" name=\"antall: 6\">Norge</span><span class=\"size-8\" name=\"antall: 6\">skolen</span><span class=\"size-8\" name=\"antall: 6\">lærere</span><span class=\"size-8\" name=\"antall: 6\">Cuba</span><span class=\"size-8\" name=\"antall: 6\">Oslo</span><span class=\"size-8\" name=\"antall: 6\">regjeringen</span><span class=\"size-8\" name=\"antall: 6\">helseforetakene</span><span class=\"size-8\" name=\"antall: 6\">behov</span><span class=\"size-8\" name=\"antall: 6\">kr</span><span class=\"size-8\" name=\"antall: 5\">norske</span><span class=\"size-8\" name=\"antall: 5\">initiativ</span><span class=\"size-8\" name=\"antall: 5\">Regjeringen</span><span class=\"size-8\" name=\"antall: 5\">mener</span><span class=\"size-8\" name=\"antall: 5\">landet</span><span class=\"size-8\" name=\"antall: 5\">må</span><span class=\"size-8\" name=\"antall: 5\">ligger</span><span class=\"size-8\" name=\"antall: 5\">nye</span><span class=\"size-8\" name=\"antall: 5\">store</span>","<span class=\"size-1\" name=\"tfidf: 0.0370935122717\">gjøre</span><span class=\"size-2\" name=\"tfidf: 0.0325580962005\">sikre</span><span class=\"size-4\" name=\"tfidf: 0.0249265510328\">elever</span><span class=\"size-5\" name=\"tfidf: 0.0222010735271\">hvorvidt</span><span class=\"size-5\" name=\"tfidf: 0.0219546863743\">studenter</span><span class=\"size-5\" name=\"tfidf: 0.0203743804994\">skoler</span><span class=\"size-5\" name=\"tfidf: 0.0192308591322\">Cuba</span><span class=\"size-6\" name=\"tfidf: 0.0179344079117\">får</span><span class=\"size-6\" name=\"tfidf: 0.0174038774018\">lærere</span><span class=\"size-6\" name=\"tfidf: 0.0167816548388\">helseforetakene</span><span class=\"size-6\" name=\"tfidf: 0.0156379024068\"> 
</span><span class=\"size-7\" name=\"tfidf: 0.0147309392478\">få</span><span class=\"size-7\" name=\"tfidf: 0.0144565197407\">andre</span><span class=\"size-7\" name=\"tfidf: 0.0142999222817\">elevene</span><span class=\"size-7\" name=\"tfidf: 0.0138485493883\">skolen</span><span class=\"size-7\" name=\"tfidf: 0.013811186492\">barn</span><span class=\"size-7\" name=\"tfidf: 0.0134520841782\">behov</span><span class=\"size-7\" name=\"tfidf: 0.0133776433174\">regjeringen</span><span class=\"size-7\" name=\"tfidf: 0.0129030973392\">Oslo</span><span class=\"size-7\" name=\"tfidf: 0.0125886308894\">2007</span><span class=\"size-7\" name=\"tfidf: 0.0124476285339\">henvisning</span><span class=\"size-7\" name=\"tfidf: 0.0121960886525\">kompetanse</span><span class=\"size-7\" name=\"tfidf: 0.0119331516257\">ligger</span><span class=\"size-7\" name=\"tfidf: 0.0114049153949\">tros-</span><span class=\"size-7\" name=\"tfidf: 0.0112377644281\">skolene</span><span class=\"size-7\" name=\"tfidf: 0.0111379011339\">ta</span><span class=\"size-8\" name=\"tfidf: 0.0110116922232\">mener</span><span class=\"size-8\" name=\"tfidf: 0.0109819700426\">mrd</span><span class=\"size-8\" name=\"tfidf: 0.0109506994229\">innen</span>"
"DGH",NULL,"Dagny Gärtner","Hovig","1945-03-05 00:00:00","0001-01-01 00:00:00","kvinne","Os","A",NULL,NULL
"DH","1.0","Dagfinn","Høybråten","1957-12-02 00:00:00","0001-01-01 00:00:00","mann","Ro","KrF","<span class=\"size-1\" name=\"86\"> 
</span><span class=\"size-3\" name=\"63\">Norge</span><span class=\"size-4\" name=\"59\">gjøre</span><span class=\"size-5\" name=\"48\">sikre</span><span class=\"size-6\" name=\"40\">ta</span><span class=\"size-7\" name=\"34\">få</span><span class=\"size-7\" name=\"29\">Regjeringen</span><span class=\"size-7\" name=\"29\"> (</span><span class=\"size-7\" name=\"29\">norske</span><span class=\"size-7\" name=\"28\">utenriksministeren</span><span class=\"size-7\" name=\"28\">år</span><span class=\"size-8\" name=\"25\">Stavanger</span><span class=\"size-8\" name=\"24\">bidra</span><span class=\"size-8\" name=\"24\">regjeringen</span><span class=\"size-8\" name=\"24\">Stortinget</span><span class=\"size-8\" name=\"24\">nye</span><span class=\"size-8\" name=\"23\">andre</span><span class=\"size-8\" name=\"22\">sørge</span><span class=\"size-8\" name=\"22\">flere</span><span class=\"size-8\" name=\"21\">tiltak</span><span class=\"size-8\" name=\"20\">Ifølge</span><span class=\"size-8\" name=\"20\">initiativ</span><span class=\"size-8\" name=\"19\">norsk</span><span class=\"size-8\" name=\"19\">mener</span><span class=\"size-8\" name=\"19\">bør</span><span class=\"size-8\" name=\"18\">mer</span><span class=\"size-8\" name=\"18\">forhold</span><span class=\"size-8\" name=\"18\">myndigheter</span><span class=\"size-9\" name=\"17\">må</span><span class=\"size-9\" name=\"17\">saken</span>","<span class=\"size-1\" name=\"0.0324761528884\"> 
</span><span class=\"size-3\" name=\"0.0248400479653\">Norge</span><span class=\"size-4\" name=\"0.0226511833303\">gjøre</span><span class=\"size-4\" name=\"0.0199778873442\">sikre</span><span class=\"size-6\" name=\"0.0154343068809\">utenriksministeren</span><span class=\"size-6\" name=\"0.0146274448024\">Stavanger</span><span class=\"size-7\" name=\"0.0126975136919\"> (</span><span class=\"size-7\" name=\"0.0126769727983\">norske</span><span class=\"size-7\" name=\"0.0122587706786\">Regjeringen</span><span class=\"size-7\" name=\"0.0120952231595\">få</span><span class=\"size-7\" name=\"0.0116314557554\">regjeringen</span><span class=\"size-7\" name=\"0.0109439219712\">bidra</span><span class=\"size-7\" name=\"0.0106383429754\">nye</span><span class=\"size-7\" name=\"0.01048102131\">kristne</span><span class=\"size-7\" name=\"0.0103242021688\">Stortinget</span><span class=\"size-7\" name=\"0.0103227463009\">andre</span><span class=\"size-7\" name=\"0.0102437289478\">sørge</span><span class=\"size-7\" name=\"0.0101843902205\">Ifølge</span><span class=\"size-7\" name=\"0.0100458041402\">flere</span><span class=\"size-7\" name=\"0.00978672461222\">bør</span><span class=\"size-8\" name=\"0.00966186587867\">myndigheter</span><span class=\"size-8\" name=\"0.0090937312931\">mener</span><span class=\"size-8\" name=\"0.00908148095593\">initiativ</span><span class=\"size-8\" name=\"0.00905874670771\">tiltak</span><span class=\"size-8\" name=\"0.00884993614033\">religiøse</span><span class=\"size-8\" name=\"0.00880281446024\">ta</span><span class=\"size-8\" name=\"0.00852266956573\">år</span><span class=\"size-8\" name=\"0.00803338856324\">forhold</span><span class=\"size-8\" name=\"0.00770784038254\">saken</span>"
"DJF","1.0","Dag Jostein","Fjærvoll","1947-01-20 00:00:00","0001-01-01 00:00:00","mann","No","KrF",NULL,NULL
"DOT","1.0","Dag Ole","Teigen","1982-08-10 00:00:00","0001-01-01 00:00:00","mann","Ho","A",NULL,NULL
"DTA","1.0","Dag Terje","Andersen","1957-05-27 00:00:00","0001-01-01 00:00:00","mann","Ve","A",NULL,NULL
"DW","1.0","Dag C.","Weberg","1937-09-14 00:00:00","0001-01-01 00:00:00","mann","Op","H",NULL,NULL
"EAM","1.0","Eilef A.","Meland","1947-04-12 00:00:00","0001-01-01 00:00:00","mann","Ro","SV",NULL,NULL
"EAS","1.0","Elisabeth","Aspaker","1962-10-16 00:00:00","0001-01-01 00:00:00","kvinne","Tr","H","<span class=\"size-1\" name=\"antall: 62\"> 
