"id","versjon","fornavn","etternavn","foedselsdato","doedsdato","kjoenn","fylke_id","parti_id","top_words_in_questions","top_tfidf_words_in_questions"
"LHA",NULL,"Lars Joakim","Hanssen","1975-10-22 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,"<span class=\"size-7\" name=\"0\">for lite data til å lage ordsky</span>","<span class=\"size-1\" name=\"0.398176680266\">barnehagetilbud</span><span class=\"size-3\" name=\"0.311666647973\">dårligere</span><span class=\"size-4\" name=\"0.244926430453\">utdanning</span><span class=\"size-5\" name=\"0.229457144696\">fordelingsnøkkelen</span><span class=\"size-5\" name=\"0.213926793308\">barnehagebarn</span><span class=\"size-5\" name=\"0.210836597431\">velstand</span><span class=\"size-5\" name=\"0.209875131318\">barn</span><span class=\"size-6\" name=\"0.164200405684\">risikerer</span><span class=\"size-7\" name=\"0.158191168096\">foreldrene</span><span class=\"size-7\" name=\"0.153189184182\">akseptabelt</span><span class=\"size-7\" name=\"0.152724794789\">fullt</span><span class=\"size-7\" name=\"0.151745831498\">Synes</span><span class=\"size-7\" name=\"0.150415804118\">bidrar</span><span class=\"size-7\" name=\"0.14881491973\">Akershus</span><span class=\"size-7\" name=\"0.143226698336\">Hedmark</span><span class=\"size-7\" name=\"0.14250970885\">høyere</span><span class=\"size-7\" name=\"0.142162276281\">vekst</span><span class=\"size-7\" name=\"0.133682004805\">foreldre</span><span class=\"size-7\" name=\"0.131982838321\">gjøres</span><span class=\"size-7\" name=\"0.128120097833\">nok</span><span class=\"size-8\" name=\"0.118325308151\">høy</span><span class=\"size-8\" name=\"0.103893966888\">like</span><span class=\"size-8\" name=\"0.0987947041471\">føre</span><span class=\"size-8\" name=\"0.0870540541892\">få</span><span class=\"size-9\" name=\"0.076540513806\">ser</span>"
"LHH","1.0","Line Henriette","Hjemdal","1971-10-18 00:00:00","0001-01-01 00:00:00","kvinne","Øs","KrF","<span class=\"size-1\" name=\"63\"> 
</span><span class=\"size-5\" name=\"33\">få</span><span class=\"size-5\" name=\"33\">sikre</span><span class=\"size-5\" name=\"32\">Norge</span><span class=\"size-6\" name=\"31\">Regjeringen</span><span class=\"size-6\" name=\"31\">nye</span><span class=\"size-6\" name=\"29\">ta</span><span class=\"size-6\" name=\"28\">Østfold</span><span class=\"size-6\" name=\"27\">tiltak</span><span class=\"size-6\" name=\"26\">gjøre</span><span class=\"size-7\" name=\"21\">Stortinget</span><span class=\"size-7\" name=\"21\">får</span><span class=\"size-7\" name=\"19\">regjeringen</span><span class=\"size-8\" name=\"18\">ny</span><span class=\"size-8\" name=\"18\"> (</span><span class=\"size-8\" name=\"17\">andre</span><span class=\"size-8\" name=\"17\">flere</span><span class=\"size-8\" name=\"17\">forhold</span><span class=\"size-8\" name=\"17\">følge</span><span class=\"size-8\" name=\"16\">initiativ</span><span class=\"size-8\" name=\"16\">1</span><span class=\"size-8\" name=\"16\">arbeidet</span><span class=\"size-8\" name=\"15\">gjennom</span><span class=\"size-8\" name=\"15\">kommet</span><span class=\"size-8\" name=\"15\">år</span><span class=\"size-8\" name=\"15\">foreta</span><span class=\"size-8\" name=\"14\">må</span><span class=\"size-8\" name=\"14\">grunn</span><span class=\"size-8\" name=\"14\">nr</span><span class=\"size-8\" name=\"14\">statsrådens</span>","<span class=\"size-1\" name=\"0.0290600419179\"> 
</span><span class=\"size-4\" name=\"0.0199895683498\">Østfold</span><span class=\"size-5\" name=\"0.0167847161317\">nye</span><span class=\"size-5\" name=\"0.0167769041468\">sikre</span><span class=\"size-5\" name=\"0.0160066400105\">Regjeringen</span><span class=\"size-5\" name=\"0.0154117309923\">Norge</span><span class=\"size-6\" name=\"0.0143396472958\">få</span><span class=\"size-6\" name=\"0.0142266336076\">tiltak</span><span class=\"size-6\" name=\"0.0121927534601\">gjøre</span><span class=\"size-7\" name=\"0.0112477587625\">regjeringen</span><span class=\"size-7\" name=\"0.0111102774316\">får</span><span class=\"size-7\" name=\"0.0110345369754\">Stortinget</span><span class=\"size-7\" name=\"0.0104146202375\">Mongstad</span><span class=\"size-7\" name=\"0.00966251792722\">kommet</span><span class=\"size-7\" name=\"0.00962681792491\"> (</span><span class=\"size-7\" name=\"0.00953640493347\">statsrådens</span><span class=\"size-7\" name=\"0.00948201216351\">flere</span><span class=\"size-7\" name=\"0.0094459019487\">energiministeren</span><span class=\"size-7\" name=\"0.00931978514148\">andre</span><span class=\"size-7\" name=\"0.00926754601096\">forhold</span><span class=\"size-7\" name=\"0.00923168976895\">arbeidet</span><span class=\"size-7\" name=\"0.00905677375635\">Statoils</span><span class=\"size-7\" name=\"0.0088743432854\">initiativ</span><span class=\"size-7\" name=\"0.00872369665348\">følge</span><span class=\"size-8\" name=\"0.0086062999418\">olje-</span><span class=\"size-8\" name=\"0.00857376633002\">foreta</span><span class=\"size-8\" name=\"0.00850023703581\">januar</span><span class=\"size-8\" name=\"0.0083369833339\">eksisterende</span><span class=\"size-8\" name=\"0.00828970458327\">2012</span>"
"LIAA","1.0","Liv","Aasen","1928-09-21 00:00:00","2005-08-21 00:00:00","kvinne","ST","A",NULL,NULL
"LIAN","1.0","Liv","Andersen","1919-08-09 00:00:00","1997-03-21 00:00:00","kvinne","Op","A",NULL,NULL
"LIB","1.0","Lisbeth","Berg-Hansen","1963-03-14 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"LIC","1.0","Lise","Christoffersen","1955-08-05 00:00:00","0001-01-01 00:00:00","kvinne","Bu","A","<span class=\"size-1\" name=\"6\">få</span><span class=\"size-1\" name=\"6\">bidra</span><span class=\"size-4\" name=\"4\"> 
</span><span class=\"size-4\" name=\"4\">Drammen</span><span class=\"size-10\" name=\"3\">ta</span><span class=\"size-10\" name=\"3\">funksjonshemmede</span><span class=\"size-10\" name=\"3\">må</span><span class=\"size-10\" name=\"3\">mulig</span><span class=\"size-10\" name=\"3\">Bandidos</span><span class=\"size-10\" name=\"3\">fortsatt</span><span class=\"size-10\" name=\"3\">plass</span><span class=\"size-10\" name=\"3\">tilbake</span>","<span class=\"size-1\" name=\"0.042751175709\">bidra</span><span class=\"size-2\" name=\"0.0403886611539\">Bandidos</span><span class=\"size-2\" name=\"0.0400340280646\">Drammen</span><span class=\"size-3\" name=\"0.0333519541591\">få</span><span class=\"size-4\" name=\"0.0284526200113\">funksjonshemmede</span><span class=\"size-4\" name=\"0.0258200909343\">KOFA</span><span class=\"size-5\" name=\"0.0256137918438\">bussjåfør</span><span class=\"size-5\" name=\"0.0248223878239\">fortsatt</span><span class=\"size-5\" name=\"0.0243559838771\">tilbake</span><span class=\"size-5\" name=\"0.0243197723616\">Europarådets</span><span class=\"size-5\" name=\"0.023602672677\"> 
</span><span class=\"size-5\" name=\"0.0229304782357\">vellykket</span><span class=\"size-5\" name=\"0.022713847373\">lovhjemmel</span><span class=\"size-5\" name=\"0.0226131546985\">togene</span><span class=\"size-6\" name=\"0.0211879130912\">konkurransen</span><span class=\"size-6\" name=\"0.0208798693202\">etableres</span><span class=\"size-6\" name=\"0.0208098152482\">plass</span><span class=\"size-6\" name=\"0.0207890608619\">mulig</span><span class=\"size-6\" name=\"0.0204415051122\">fortgang</span><span class=\"size-6\" name=\"0.0191792837154\">byen</span><span class=\"size-6\" name=\"0.0185465511353\">stedet</span><span class=\"size-6\" name=\"0.0181872759459\">ansvaret</span><span class=\"size-6\" name=\"0.0180575522647\">muligheter</span><span class=\"size-6\" name=\"0.0179295067434\">helt</span><span class=\"size-6\" name=\"0.0178247078269\">100</span><span class=\"size-6\" name=\"0.0175614067242\">samtidig</span><span class=\"size-6\" name=\"0.0171540948435\">mars</span><span class=\"size-6\" name=\"0.017130524714\">mye</span><span class=\"size-6\" name=\"0.0171033467513\">samferdselsministeren</span>"
"LIH","1.0","Lisbeth","Holand","1946-01-20 00:00:00","0001-01-01 00:00:00","kvinne","No","SV",NULL,NULL
"LILH","1.0","Lillian","Hansen","1957-05-17 00:00:00","0001-01-01 00:00:00","kvinne","No","A",NULL,NULL
"LIR",NULL,"Lisbet","Rugtvedt","1967-07-03 00:00:00","0001-01-01 00:00:00","kvinne","Os","SV",NULL,NULL
"LISU","1.0","Liv","Stubberud","1930-05-29 00:00:00","1997-09-16 00:00:00","kvinne","Øs","A",NULL,NULL
"LITM","1.0","Liv","Tomter","1901-08-27 00:00:00","1978-11-13 00:00:00","kvinne","Ak","A",NULL,NULL
"LK","1.0","Laila","Kaland","1939-01-08 00:00:00","2007-12-30 00:00:00","kvinne","MR","A",NULL,NULL
"LLA",NULL,"Linn","Laupsa","1977-08-13 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"LLU","1.0","Leif","Lund","1942-09-24 00:00:00","2004-05-30 00:00:00","mann","Ho","A",NULL,NULL
"LMI",NULL,"Lars-Henrik P.","Michelsen","1981-04-23 00:00:00","0001-01-01 00:00:00","mann","Ho","V",NULL,NULL
"LMM","1.0","Liv Marit","Moland","1948-01-15 00:00:00","2008-10-23 00:00:00","kvinne","AA","A",NULL,NULL
"LMY","1.0","Lars","Myraune","1944-08-05 00:00:00","0001-01-01 00:00:00","mann","NT","H",NULL,NULL
"LOHO","1.0","Chr. L.","Holm","1892-05-06 00:00:00","1981-03-30 00:00:00","mann","Ho","H",NULL,NULL
"LOKN","1.0","Lotte Grepp","Knutsen","1973-09-10 00:00:00","0001-01-01 00:00:00","kvinne","Os","A",NULL,NULL
"LOSO","1.0","Lodve","Solholm","1949-03-14 00:00:00","0001-01-01 00:00:00","mann","MR","FrP",NULL,NULL
"LR","1.0","Lars","Rise","1955-03-18 00:00:00","0001-01-01 00:00:00","mann","Os","KrF",NULL,NULL
"LRE","1.0","Laila Marie","Reiertsen","1960-10-19 00:00:00","0001-01-01 00:00:00","kvinne","Ho","FrP","<span class=\"size-1\" name=\"antall: 47\">mener</span><span class=\"size-2\" name=\"antall: 45\">Nav</span><span class=\"size-3\" name=\"antall: 37\">gjøre</span><span class=\"size-4\" name=\"antall: 31\">få</span><span class=\"size-4\" name=\"antall: 29\">år</span><span class=\"size-5\" name=\"antall: 28\"> 
</span><span class=\"size-5\" name=\"antall: 25\">gjelder</span><span class=\"size-6\" name=\"antall: 23\">forhold</span><span class=\"size-6\" name=\"antall: 21\">må</span><span class=\"size-6\" name=\"antall: 21\">får</span><span class=\"size-6\" name=\"antall: 19\">bakgrunn</span><span class=\"size-7\" name=\"antall: 18\">flere</span><span class=\"size-7\" name=\"antall: 17\">ulike</span><span class=\"size-7\" name=\"antall: 17\">viser</span><span class=\"size-7\" name=\"antall: 17\">Norge</span><span class=\"size-7\" name=\"antall: 17\">saken</span><span class=\"size-7\" name=\"antall: 16\">se</span><span class=\"size-7\" name=\"antall: 15\">andre</span><span class=\"size-7\" name=\"antall: 15\">eventuelt</span><span class=\"size-7\" name=\"antall: 15\">tiltak</span><span class=\"size-8\" name=\"antall: 14\">slike</span><span class=\"size-8\" name=\"antall: 14\">hos</span><span class=\"size-8\" name=\"antall: 13\">igjen</span><span class=\"size-8\" name=\"antall: 13\">foreta</span><span class=\"size-8\" name=\"antall: 12\">ansatte</span><span class=\"size-8\" name=\"antall: 12\">gruppen</span><span class=\"size-8\" name=\"antall: 12\">Mener</span><span class=\"size-8\" name=\"antall: 12\">dag</span><span class=\"size-8\" name=\"antall: 12\">lese</span><span class=\"size-8\" name=\"antall: 11\">Bergen</span>","<span class=\"size-1\" name=\"tfidf: 0.0487874310789\">Nav</span><span class=\"size-2\" name=\"tfidf: 0.0422220314374\">mener</span><span class=\"size-5\" name=\"tfidf: 0.0266586156606\">gjøre</span><span class=\"size-6\" name=\"tfidf: 0.0232752257494\">gjelder</span><span class=\"size-6\" name=\"tfidf: 0.0206969728345\">få</span><span class=\"size-6\" name=\"tfidf: 0.0198450056628\"> 
</span><span class=\"size-7\" name=\"tfidf: 0.0192655720627\">forhold</span><span class=\"size-7\" name=\"tfidf: 0.0177877187056\">bakgrunn</span><span class=\"size-7\" name=\"tfidf: 0.017069509259\">får</span><span class=\"size-7\" name=\"tfidf: 0.0169236434804\">ulike</span><span class=\"size-7\" name=\"tfidf: 0.0165652146132\">år</span><span class=\"size-7\" name=\"tfidf: 0.015427276992\">flere</span><span class=\"size-7\" name=\"tfidf: 0.0149652412722\">viser</span><span class=\"size-7\" name=\"tfidf: 0.0149353517224\">eventuelt</span><span class=\"size-8\" name=\"tfidf: 0.0144652792114\">saken</span><span class=\"size-8\" name=\"tfidf: 0.0141786716204\">hos</span><span class=\"size-8\" name=\"tfidf: 0.0141589538057\">må</span><span class=\"size-8\" name=\"tfidf: 0.0134372156301\">igjen</span><span class=\"size-8\" name=\"tfidf: 0.0133612893403\">lese</span><span class=\"size-8\" name=\"tfidf: 0.0131277976287\">slike</span><span class=\"size-8\" name=\"tfidf: 0.012823386593\">gruppen</span><span class=\"size-8\" name=\"tfidf: 0.0126361327402\">andre</span><span class=\"size-8\" name=\"tfidf: 0.0125777526041\">Norge</span><span class=\"size-8\" name=\"tfidf: 0.0121449958483\">tiltak</span><span class=\"size-8\" name=\"tfidf: 0.0119746830171\">ansatte</span><span class=\"size-8\" name=\"tfidf: 0.0114160281806\">foreta</span><span class=\"size-8\" name=\"tfidf: 0.0109135694085\">Mener</span><span class=\"size-8\" name=\"tfidf: 0.0108817631257\">brukere</span><span class=\"size-8\" name=\"tfidf: 0.0107901887611\">Bergen</span>"
"LRØ",NULL,"Lars","Ødegård","1956-08-11 00:00:00","0001-01-01 00:00:00","mann","Ak","A",NULL,NULL
"LS","1.0","Lars","Sponheim","1957-05-23 00:00:00","0001-01-01 00:00:00","mann","Ho","V",NULL,NULL
"LSN","1.0","Liv Signe","Navarsete","1958-10-23 00:00:00","0001-01-01 00:00:00","kvinne","SF","Sp",NULL,NULL
"LUBO","1.0","Ludvig Olai","Botnen","1910-03-27 00:00:00","1987-04-29 00:00:00","mann","SF","V",NULL,NULL
"LUS","1.0","Sonja Aase","Ludvigsen","1928-02-07 00:00:00","1974-07-12 00:00:00","kvinne","Ak","A",NULL,NULL
"LVA",NULL,"Lene","Vågslid","1986-03-17 00:00:00","0001-01-01 00:00:00","kvinne","Te","A",NULL,NULL
"LVE","1.0","Line","Vennesland","1985-02-06 00:00:00","0001-01-01 00:00:00","kvinne","AA","A",NULL,NULL
"LWE","1.0","Leif","Eriksen","1948-02-04 00:00:00","0001-01-01 00:00:00","mann","Øs","FrP",NULL,NULL
"MAA","1.0","Marit","Arnstad","1962-05-04 00:00:00","0001-01-01 00:00:00","kvinne","NT","Sp",NULL,NULL
"MAAA","1.0","Marianne","Aasen","1967-02-21 00:00:00","0001-01-01 00:00:00","kvinne","Ak","A",NULL,NULL
"MAAN","1.0","Magnus","Andersen","1916-03-20 00:00:00","1994-12-11 00:00:00","mann","No","A",NULL,NULL
"MAAO",NULL,"Magnhild Afseth","Olrud","1939-09-10 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"MABU","1.0","Martin","Buvik","1923-01-14 00:00:00","0001-01-01 00:00:00","mann","Tr","H",NULL,NULL
"MABV","1.0","May Britt","Vihovde","1958-09-15 00:00:00","0001-01-01 00:00:00","kvinne","Ho","V",NULL,NULL
"MAEH",NULL,"Margaret Eide","Hillestad","1961-02-14 00:00:00","0001-01-01 00:00:00","kvinne","Os","Sp",NULL,NULL
"MAEI","1.0","Mary","Eide","1924-04-19 00:00:00","0001-01-01 00:00:00","kvinne","MR","A",NULL,NULL
"MAGA","1.0","Magne","Aarøen","1944-04-28 00:00:00","2003-06-27 00:00:00","mann","SF","KrF",NULL,NULL
"MAGE","1.0","Magnhild","Eia","1960-01-15 00:00:00","0001-01-01 00:00:00","kvinne","Ro","Sp",NULL,NULL
"MAGR","1.0","Magne","Rommetveit","1956-04-27 00:00:00","0001-01-01 00:00:00","mann","Ho","A",NULL,NULL
"MAHA","1.0","Magnhild","Hagelia","1904-05-06 00:00:00","1996-07-04 00:00:00","kvinne","AA","A",NULL,NULL
"MAHN","1.0","Margit","Hansen-Krone","1925-04-06 00:00:00","0001-01-01 00:00:00","kvinne","Tr","H",NULL,NULL
"MAHU","1.0","Magnar G.","Huseby","1928-12-14 00:00:00","2011-07-02 00:00:00","mann","ST","H",NULL,NULL
"MAIG",NULL,"Mai","Gythfeldt","1956-06-24 00:00:00","0001-01-01 00:00:00","kvinne","Os","RV",NULL,NULL
"MAJH","1.0","Magnus","Johansen","1886-12-01 00:00:00","1970-09-23 00:00:00","mann","Øs","A",NULL,NULL
"MAJO","1.0","Martha Frederikke","Johannessen","1907-10-26 00:00:00","1973-09-04 00:00:00","kvinne","Øs","A",NULL,NULL
"MAKO","1.0","Martin","Kolberg","1949-02-24 00:00:00","0001-01-01 00:00:00","mann","Bu","A",NULL,NULL
